Dur,Sport,Dport,sTos,dTos,TotPkts,SrcPkts,TotBytes,SrcBytes,Load,SrcLoad,SIntPkt,DIntPkt,Label,Proto_arp,Proto_rtcp,Proto_tcp,Proto_udp,State_CON,State_FIN,State_INT,State_REQ,State_RSP,State_RST
0.029723,49283.0,445.0,0.0,0.0,14,8,2422,1435,559566.6875,338054.7188,4.246143,5.8194,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,58011.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.669189,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,575.129578,575.129578,834.5945,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.743926,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,550.482056,550.482056,871.963,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.754683,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,547.107361,547.107361,877.3415,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,60095.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.01643,49244.0,445.0,0.0,0.0,16,9,3418,1648,1452465.0,713329.3125,2.05375,2.656833,petya,0,0,1,0,0,0,0,0,0,1
0.0,57611.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.76996,57247.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1680.252441,1680.252441,502.059344,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.999717,39562.0,7411.0,0.0,21.36710210610504,31,31,5666,5666,4387.324219,4387.324219,329.294281,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.927894,61114.0,7411.0,0.0,21.36710210610504,48,48,15340,15340,12104.07813,12104.07813,208.315703,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.8e-05,55679.49116581868,3646.500618270504,0.0,21.36710210610504,2,1,102,60,0.0,0.0,863.4580657838509,1092.382483608376,normal,1,0,0,0,1,0,0,0,0,0
0.0,49434.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.741428,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,551.271729,551.271729,870.714,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.625751,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,590.496338,590.496338,812.8755,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.615147,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,594.373169,594.373169,807.5735,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.524442,40688.0,11160.0,0.0,21.36710210610504,20,20,2160,2160,1723.565552,1723.565552,506.199563,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.06527,64451.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1810.867065,1810.867065,500.859656,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.207843,49219.0,445.0,0.0,0.0,3,2,388,206,3964.530762,3964.530762,207.843,1092.382483608376,petya,0,0,1,0,1,0,0,0,0,0
0.0,51655.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,56121.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,53406.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.557422,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,616.403259,616.403259,778.711,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,53059.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,59579.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.922653,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,499.310089,499.310089,961.3265,1092.382483608376,wannacry,1,0,0,0,0,0,1,0,0,0
0.0,50167.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.999257,62262.0,7413.0,0.0,21.36710210610504,6,6,1092,1092,728.054077,728.054077,2000.087625,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.756703,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,546.478271,546.478271,878.3515,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.05936,49340.0,445.0,0.0,0.0,16,9,3370,1600,396361.1875,191778.9688,7.42,8.667333,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,56362.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,57148.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.640334,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,585.246643,585.246643,820.167,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.018553,52958.0,53.0,0.0,0.0,2,1,266,77,0.0,0.0,863.4580657838509,1092.382483608376,normal,0,0,0,1,1,0,0,0,0,0
9.546692,65044.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1719.548584,1719.548584,501.1205,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.000769,49198.0,445.0,0.0,0.0,5,3,564,312,3474642.5,2163849.25,4932.5935,7500.148,petya,0,0,1,0,0,0,0,0,0,1
1.743486,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,550.620972,550.620972,871.743,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,57329.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,61214.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.750823,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,548.313538,548.313538,875.4115,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.643284,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,584.196045,584.196045,821.642,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.753721,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,547.407471,547.407471,876.8605,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.628639,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,589.449219,589.449219,814.3195,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
9.996935,58806.0,7411.0,0.0,21.36710210610504,114,114,63764,63764,50579.50391,50579.50391,99.979687,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,61175.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.634339,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,587.393433,587.393433,817.1695,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.398645,39562.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1746.634644,1746.634644,503.32925,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,65489.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.736484,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,552.841248,552.841248,868.242,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,55606.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,52430.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.55945,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,615.601624,615.601624,779.725,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.726767,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,555.952271,555.952271,863.3835,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.201856,50352.0,445.0,0.0,0.0,18,10,2123,1175,74825.61719,41930.88281,22.428445,0.444857,petya,0,0,1,0,1,0,0,0,0,0
0.076587,49312.0,445.0,0.0,0.0,14,8,2699,1435,241294.2188,131197.2031,10.941,15.1206,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,52314.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,51240.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.626715,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,590.146423,590.146423,813.3575,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,51884.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,62281.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,56887.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,63045.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.605187,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,598.061157,598.061157,802.5935,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.62295,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,591.515442,591.515442,811.475,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,53280.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.014042,50373.0,445.0,0.0,0.0,12,7,4904,4602,2385415.25,2829985.5,1.858667,3.474,petya,0,0,1,0,0,0,0,0,0,1
0.0,59664.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.998207,62262.0,7413.0,0.0,21.36710210610504,6,6,1092,1092,728.130554,728.130554,2000.0395,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,58588.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,62088.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.000948,50291.0,445.0,0.0,0.0,5,3,564,312,2818565.5,1755274.25,3826.597,5840.1425,petya,0,0,1,0,0,0,0,0,0,1
0.0,52343.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,51121.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,59156.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,51718.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.634885,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,587.197266,587.197266,817.4425,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,53157.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.881853,55679.49116581868,3646.500618270504,0.0,21.36710210610504,9,9,540,540,388.591095,388.591095,1333.343,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.998829,58806.0,7411.0,0.0,21.36710210610504,119,119,69030,69030,54766.41406,54766.41406,97.266453,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.560383,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,615.233582,615.233582,780.1915,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
9.504452,34232.0,7400.0,0.0,21.36710210610504,24,24,5760,5760,4646.243652,4646.243652,416.98275,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.526154,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,629.032166,629.032166,763.077,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.024464,49414.0,445.0,0.0,0.0,14,8,2651,1387,741661.1875,396991.5,3.494857,4.7274,badrabbit,0,0,1,0,0,0,0,0,0,1
1.651082,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,581.43689,581.43689,825.541,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,60879.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,51795.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.741004,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,551.405945,551.405945,870.502,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.00018,55679.49116581868,3646.500618270504,0.0,21.36710210610504,2,1,102,42,0.0,0.0,863.4580657838509,1092.382483608376,normal,1,0,0,0,1,0,0,0,0,0
0.0,49972.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.555765,61114.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1717.915771,1717.915771,529.927312,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.638508,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,585.898865,585.898865,819.254,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.728627,49757.0,443.0,0.0,164.0,22,10,12417,797,52619.79688,3322.868408,192.069672,127.511,normal,0,0,1,0,1,0,0,0,0,0
1.646312,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,583.121521,583.121521,823.156,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.066193,49409.0,445.0,0.0,0.0,14,8,2651,1387,274107.5313,146722.4688,9.456143,12.7362,badrabbit,0,0,1,0,0,0,0,0,0,1
9.988289,63613.0,7411.0,0.0,21.36710210610504,12,12,1752,1752,1286.306396,1286.306396,934.965063,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,65461.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,58581.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.999921,58114.0,7411.0,0.0,21.36710210610504,37,37,7050,7050,5488.043457,5488.043457,297.324344,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.532605,58114.0,7414.0,0.0,21.36710210610504,20,20,2160,2160,1722.0896,1722.0896,503.093187,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.002158,58323.0,7411.0,0.0,21.36710210610504,18,18,2928,2928,2458.077148,2458.077148,587.812125,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.605293,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,598.021667,598.021667,802.6465,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.99983,46001.0,7411.0,0.0,21.36710210610504,42,42,11104,11104,8672.147461,8672.147461,251.215,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.007981,49213.0,445.0,0.0,0.0,5,3,564,312,334795.1563,208495.1875,3600.29025,5498.91,badrabbit,0,0,1,0,0,0,0,0,0,1
0.050684,49352.0,445.0,0.0,0.0,14,8,2396,1409,324520.5625,194617.625,7.240571,10.0346,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,59250.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
7.034875,62445.0,53.0,0.0,21.36710210610504,4,4,312,312,266.102814,266.102814,2344.95825,1092.382483608376,normal,0,0,0,1,0,0,1,0,0,0
1.55348,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,617.967407,617.967407,776.74,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,62135.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.079129,49406.0,445.0,0.0,0.0,14,8,2651,1387,229296.4531,122736.2891,11.304143,15.5098,badrabbit,0,0,1,0,0,0,0,0,0,1
0.012184,49363.0,445.0,0.0,0.0,14,8,2651,1387,1489166.125,797111.0,1.740571,1.588,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,59774.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.078148,49408.0,445.0,0.0,0.0,14,8,2651,1387,232174.8438,124277.0156,11.164,14.9512,badrabbit,0,0,1,0,0,0,0,0,0,1
1.132433,50369.0,445.0,0.0,0.0,12,7,4912,4606,29621.17773,27959.47461,188.2725,283.0605,petya,0,0,1,0,0,0,0,0,0,1
